gstin,business_age_days,state_risk_proxy,filing_delay_days,late_filing_ratio,avg_turnover,turnover_volatility,turnover_trend,filing_months_observed,transaction_count,avg_ticket_size,monthly_inflow,monthly_outflow,cashflow_variance,upi_months_observed,logistics_activity,avg_consignment_value,distance_avg,eway_months_observed,avg_balance,min_balance,bank_inflow,bank_outflow,cashflow_stability,bounce_indicator,bank_months_observed,inflow_outflow_ratio,filing_regularity,net_flow,net_flow_ratio,balance_buffer_ratio,invoice_velocity_proxy,digital_activity_index,cashflow_health,turnover_momentum,bounce_rate_proxy,source_coverage_count,data_coverage_ratio,default_label,proxy_risk_prob
29ABCDE1000Z0,570,0.7,3.2142857142857144,0.2857142857142857,31390.669440209258,4042.9192913998068,432.1830448842603,14.0,856.0,17.14279730095683,609.2279427214181,613.6249314135024,854.645067666729,12.0,8.0,5064.502092896668,559.6671654040327,8.0,3725.818469025043,1068.6905810163275,250167.71277251298,252530.1743154336,3393.3017796002414,1.0,12.0,0.9906448346249123,0.7142857142857143,-4.396988692084278,-0.007217312903349364,6.07181729145606,10.354297832244958,8.950662495933999,0.0,0.013767443802484796,1.0,4,0.4791666666666667,1,0.8178904261996042
29ABCDE1001Z1,470,0.3,0.0,0.0,69413.00274403051,11900.158791805434,2029.1309213435247,10.0,664.0,43.64511568889192,1372.895726264651,1261.682166228461,5514.450008676405,11.0,27.0,8461.544215365024,737.8118133079728,10.0,5331.692394983503,1782.03916838623,486418.32466365874,441852.4578791825,9108.02438525694,0.0,12.0,1.100861421023626,1.0,111.21356003619007,0.08100656000931537,4.225860155352357,11.147843894788313,9.831991550831058,1.4975015025263527,0.029232299552384284,0.0,4,0.4479166666666667,0,0.463284504013562
29ABCDE1002Z2,1055,0.7,1.5217391304347827,0.13043478260869565,49311.47628873842,11168.531865094046,387.28615638757907,23.0,1438.0,24.366851504088896,894.96176865099,857.0148544930016,2449.4654511650115,20.0,41.0,6656.098091910761,712.0318497792026,22.0,4081.5850637151593,1290.7987664516756,763634.6780010813,732309.3798966015,8336.398927496757,1.0,23.0,1.0427760437929974,0.8695652173913043,37.94691415798843,0.042400597977707205,4.762560464753869,10.805932396751377,11.009373325170737,0.7665706247805595,0.007853715439474378,1.0,4,0.9166666666666666,0,0.6319962249937251
29ABCDE1003Z3,1364,0.7,0.5833333333333334,0.041666666666666664,495714.08962188894,107555.65668431284,697.4181581508343,24.0,1724.0,191.40647965263142,8726.827299521656,8640.792222643426,119360.77668835508,19.0,37.0,57329.90254143065,532.4288923984761,15.0,27920.890619778394,2700.169911440029,8342358.614523192,8167801.806551112,84067.66327736921,1.0,21.0,1.021371332471862,0.9583333333333334,86.03507687823003,0.00985868906595022,3.231288277782095,13.11375662458204,11.090568489191845,0.24902497995340436,0.0014068931383202318,1.0,4,0.8229166666666666,0,0.7220200621672707
29ABCDE1004Z4,1123,0.3,2.260869565217391,0.21739130434782608,41321.017486164325,11663.9545548195,988.9101526257931,23.0,1436.0,22.481926988264664,790.4599541291535,823.7424036282495,1857.854326877293,20.0,25.0,5516.278080314507,670.3761911187353,19.0,3900.4036389447947,1163.6077234239553,503079.19320405164,521059.59309076186,5822.830637333527,1.0,20.0,0.9654926228686125,0.782608695652174,-33.28244949909595,-0.04210516842154652,4.734979796797041,10.629150747941056,10.528409424100508,0.0,0.023931797448101505,1.0,4,0.8541666666666666,0,0.7648158880528411
29ABCDE1005Z5,383,0.7,7.0,0.42857142857142855,124704.65562809733,22725.647282919104,-3767.297962102429,7.0,582.0,64.65807077341053,2244.167406290411,2459.7072424752055,14869.886733801008,8.0,9.0,13444.447143656602,705.9446770859354,6.0,3778.363858596581,1180.2188740334898,834408.5788589319,909031.8083492251,24417.90522177408,1.0,10.0,0.9179091107649943,0.5714285714285714,-215.5398361847947,-0.09604445532032754,1.5361030749311493,11.733711484513748,8.670772279344538,0.0,-0.030209519713664233,1.0,4,0.3229166666666667,1,0.98
29ABCDE1006Z6,239,0.7,3.0,0.25,149799.11864289103,21835.650472989288,-13610.406986375898,4.0,158.0,73.12444136420062,2978.7815776331063,2798.0492901387424,504.7586251969373,2.0,12.0,21970.826164955677,588.6681354428151,4.0,8370.150226303393,2805.504245265683,441311.7924487713,416566.8165257928,17115.477733329502,0.0,4.0,1.0594021773730178,0.75,180.73228749436385,0.06067322587578607,2.9914234376794537,11.917057142073562,7.633853559681768,8.036447213429762,-0.09085711753554608,0.0,4,0.14583333333333334,1,0.9638171362503429
29ABCDE1007Z7,195,0.7,14.5,1.0,54777.97498337524,4986.216204856319,7051.574581832312,2.0,106.0,45.56614722531377,1235.5844529700184,1179.4213499716116,12000.86305727072,2.0,6.0,7339.321854861628,406.5503618895236,4.0,4072.9470876174587,1904.3885537513688,93182.87449211125,87418.49866341849,3265.463690388701,1.0,3.0,1.0659400003068795,0.0,56.163102998406885,0.0454546857265852,3.453343529617718,10.911061731130054,6.618738983517219,0.5126568455287658,0.12872775702671288,1.0,4,0.11458333333333333,1,0.9591278487188619
29ABCDE1008Z8,1225,0.3,0.9130434782608695,0.043478260869565216,42769.442787704866,9745.325445023791,263.3799925101295,23.0,1576.0,21.749522964236004,813.9899919239192,899.8724176578777,1123.7975707882088,20.0,4.0,5373.067044514692,427.24386482098726,4.0,3824.108557257414,947.5742983409541,663076.3031286657,734369.8409047395,7048.017872704695,1.0,22.0,0.9029187559115438,0.9565217391304348,-85.88242573395848,-0.10550796273424651,4.249611925222161,10.663602553931097,8.972717499397138,0.0,0.006157990783902822,1.0,4,0.71875,1,0.9063624745496602
29ABCDE1009Z9,674,0.3,2.0588235294117645,0.17647058823529413,50702.237633851764,15207.204638924324,-134.326761369649,17.0,920.0,28.72701207617282,1087.7381264020132,1114.6661327712363,1287.506489560875,12.0,4.0,5270.379659285949,578.6525795491054,4.0,3843.6872096894836,1158.2320283241093,686431.4455119359,697674.3410263993,11153.195023354096,1.0,18.0,0.9838851813040406,0.8235294117647058,-26.928006369223112,-0.024755964432629337,3.4482856316208954,10.83374504619625,8.434897948689407,0.0,-0.0026492738459755953,1.0,4,0.53125,1,0.8658338842473885
29ABCDE1010Z0,1334,0.3,3.5,0.2916666666666667,339060.4984783135,88837.1087869837,-3769.698949478566,24.0,1944.0,141.00620516658722,6571.983280750139,6481.162568956795,96316.99060715453,21.0,2.0,60164.49102877929,790.9901679701021,2.0,10975.046401163929,1175.8847468888393,6437903.099267926,6345796.495900639,72394.26693056093,1.0,22.0,1.0145145851157986,0.7083333333333333,90.82071179334343,0.013819376573790823,1.6933761936063372,12.733936781349975,8.671629544720656,0.29263831967821546,-0.011118038958704352,1.0,4,0.71875,1,0.9784994253845297
29ABCDE1011Z1,523,0.7,2.7142857142857144,0.2857142857142857,177581.24643433111,30081.377358275236,-1553.9630748116422,14.0,1194.0,71.2370824302227,3246.775209342954,2828.7302493488965,40737.6171802354,14.0,32.0,20596.99834900993,438.2621456562511,13.0,21698.17698412787,4459.412412481124,1724298.3653613678,1489808.3049196515,25422.771938466514,1.0,13.0,1.157396129198221,0.7142857142857143,418.04495999405754,0.1287569767044811,7.670641974123284,12.087189140772837,10.58240902583209,2.071189568957406,-0.008750666837556246,1.0,4,0.5625,0,0.28316510859570876
29ABCDE1012Z2,950,0.3,4.0,0.25,111435.03649348188,28622.210167348323,-476.06680025268923,24.0,2064.0,46.40785098997186,2249.9443389561648,2311.2844440582126,4570.942205921966,21.0,2.0,14820.874392354792,500.6426681803124,2.0,3833.4908320383784,945.7526612669295,2290027.172380638,2363437.652432678,28429.55162633117,1.0,22.0,0.9689391086849789,0.75,-61.3401051020478,-0.02726294337152617,1.658597600089168,11.621206041538725,8.731497794063243,0.0,-0.004272108154892384,1.0,4,0.71875,1,0.9520076922070659
29ABCDE1013Z3,519,0.7,0.0,0.0,241471.2908304394,61769.816873876065,-1677.7060006426618,11.0,938.0,116.8516220362279,4526.597285302883,4607.304503862263,118159.39610382258,12.0,40.0,25732.427165297304,547.2970809041263,14.0,3977.00692704418,1347.9013514345777,1706114.4706407408,1784408.3186028458,26526.795738671313,1.0,11.0,0.9561233563272069,1.0,-80.70721855937973,-0.01782955572863148,0.8631960235557016,12.394510007729728,10.55838754591257,0.0,-0.0069478199543016655,1.0,4,0.5,1,0.98
29ABCDE1014Z4,560,0.3,0.0,0.0,188512.9312860793,27829.81752663069,3548.4929818804,12.0,620.0,97.46252833241138,3529.2560509532655,3184.8292341684073,21516.31544159641,9.0,40.0,20328.295433009604,683.0562994073464,15.0,17735.627251574308,4334.642133687117,1485041.905202555,1340180.252048823,30715.445499373054,1.0,12.0,1.1080911712676502,1.0,344.42681678485815,0.09759190373615062,5.5687843672426185,12.146927189166233,10.144903148637788,2.3480260702402966,0.01882350528511012,1.0,4,0.5,0,0.409038095080879
29ABCDE1015Z5,114,0.3,1.7083333333333333,0.125,75317.20215466128,17781.066920135112,507.1254834504569,21.0,92.0,30.52526926012491,1510.5380282978804,1297.7867436336114,6039.475649747926,1.0,17.0,9095.94417521319,616.3493178278623,11.0,9297.561084666402,6565.172688968507,69484.7493017025,59698.19020714612,6920.14230024369,0.0,1.0,1.163933932680339,0.875,212.75128466426895,0.14084470611044694,7.16416709469123,11.22947711305792,7.422971251049421,2.7373896584560518,0.006733106592336152,0.0,4,0.3541666666666667,0,0.4281972778323137
29ABCDE1016Z6,845,0.3,4.476190476190476,0.2857142857142857,132192.01522121235,38740.13643072732,-1443.7314642946471,21.0,1082.0,62.1058665238889,2447.287984636116,2352.608270995869,11408.340356082164,14.0,23.0,18547.13409193166,816.9132097237218,15.0,4875.3850416309815,951.7811449353161,2144224.0266860886,2104559.9765369045,25141.953406315177,1.0,23.0,1.0188467188349994,0.7142857142857143,94.67971364024697,0.03868760613161951,2.0723318462054077,11.79201837006603,10.165544077348937,0.8863937144988939,-0.010921389922748194,1.0,4,0.7604166666666666,1,0.9039031033831036
29ABCDE1017Z7,1058,0.3,0.13043478260869565,0.043478260869565216,44363.780066146704,12835.211580088713,-491.9780915060181,23.0,1822.0,21.416320377027308,845.9391303287995,850.6059012774507,2409.935824730113,23.0,14.0,5563.593610122095,667.0385481113073,14.0,3814.5650000118203,975.7024163689692,744424.0766670215,752127.6161096494,9984.21369086045,1.0,23.0,0.989757669738981,0.9565217391304348,-4.666770948651219,-0.005516674641634487,4.484526846431536,10.700201191884148,10.216288975780873,0.0,-0.01108938420910668,1.0,4,0.8645833333333334,1,0.7844066351679783
29ABCDE1018Z8,790,0.7,2.0,0.1,190648.7253923262,35911.62815463432,2623.2855013479993,20.0,908.0,97.61427296980905,3273.02702364352,3057.955823255524,15492.473174494167,14.0,82.0,21759.261838003986,625.1895641991882,20.0,12347.665512776697,1763.6050210070753,2170653.196414701,2012355.4945463985,22836.608393298367,1.0,21.0,1.0786628914708651,0.9,215.07120038799576,0.06571018168636426,4.0378822410950574,12.158193124908728,11.231185701974077,1.7278572785608157,0.013759712981226191,1.0,4,0.78125,0,0.47523355275701296
29ABCDE1019Z9,1317,0.3,2.0416666666666665,0.125,222184.25756557295,63121.6910740495,908.568316915468,24.0,982.0,156.41083826533708,4329.294758751752,4705.731310457718,37014.89297440578,17.0,65.0,23604.098806173573,598.4035536632313,17.0,3839.837655888053,1091.3296754234507,2023362.6491831513,2209312.5390842916,40803.98364775344,1.0,16.0,0.915833596826363,0.875,-376.43655170596594,-0.08695100996414999,0.8159916923761972,12.311266806396887,11.080263862173592,0.0,0.004089237633812516,1.0,4,0.7708333333333334,1,0.96889459727517
29ABCDE1020Z0,1391,0.7,4.130434782608695,0.391304347826087,42446.39877054268,11169.392618855238,-378.64094687473494,23.0,1884.0,19.338972074092776,831.7420797930783,903.2399862826738,1590.304241123538,21.0,2.0,7868.094148935217,1099.7650330884621,2.0,3879.638942499254,1081.0591132014692,809700.9853654492,879038.5598896765,11940.445733406888,1.0,22.0,0.9211211229084996,0.6086956521739131,-71.4979064895955,-0.08596163188879756,4.295247111973074,10.65602091237179,8.640295388550221,0.0,-0.008920239115747684,1.0,4,0.7083333333333334,1,0.8825826894473121
29ABCDE1021Z1,801,0.3,0.0,0.0,44959.5600181393,11319.418564212508,-75.88382744571066,20.0,1106.0,19.845629383299393,841.915863467216,846.489220988871,2108.4707609092416,13.0,19.0,6070.506500238213,630.0723841697559,16.0,3838.945206285629,956.7598357678487,716352.1144022353,712385.1582231838,8814.328752134743,1.0,20.0,1.0055685553429352,1.0,-4.573357521654998,-0.005432083798517336,4.535137732528907,10.713540940409468,10.005141206262628,0.0,-0.0016877865270160202,1.0,4,0.71875,0,0.7535203598332916
29ABCDE1022Z2,357,0.7,0.0,0.0,64281.54460503011,13908.115671905318,1437.4567660081186,4.0,670.0,27.97431445522777,1231.672081282001,1111.1767543433245,4631.181439926008,8.0,8.0,9131.530535584563,847.04939600682,5.0,7586.8621569724655,2311.407158685113,354295.02116438525,319835.76639143523,5964.868087478003,0.0,7.0,1.1077404668081323,1.0,120.4953269386765,0.09783068786722636,6.827772563921297,11.071043405331626,8.705993714307901,1.7704245504929998,0.02236154114371567,0.0,4,0.25,0,0.31440979548942494
29ABCDE1023Z3,780,0.7,2.3,0.25,365441.452900885,79090.92931213691,5556.333460196732,20.0,1518.0,159.49091962786704,6870.324105020684,6580.076783596104,98427.01986603477,18.0,18.0,33891.04933539848,554.183428716944,10.0,21883.33259258786,1102.8600395013495,5565125.768755794,5335009.463774588,71034.05587798843,1.0,19.0,1.0431332515047491,0.75,290.24732142458015,0.042246525344047985,3.3256956282246164,12.808864098172197,10.270246481762214,0.9251429558030785,0.015204400627487348,1.0,4,0.6979166666666666,0,0.7349251788139265
29ABCDE1024Z4,420,0.7,0.0,0.0,42623.58128992234,11081.883224200608,-2725.9142335318434,10.0,640.0,21.061537353452394,854.4048188431832,830.5181694330082,1718.8236050718701,8.0,8.0,5149.30311919754,477.96254485740724,7.0,3678.898794903483,914.1900868225772,334812.1051989007,319133.74677918974,9166.765645166744,1.0,10.0,1.0491278612116157,1.0,23.886649410174982,0.027957063072884095,4.429642758345738,10.660186391427244,8.660254034256889,0.5759877972144005,-0.0639516952668888,1.0,4,0.3645833333333333,1,0.8522039050038089
29ABCDE1025Z5,1296,0.3,0.0,0.0,62996.60265472425,9577.471637067933,291.48143125566634,23.0,1546.0,26.347728672947806,1205.0207046638159,1057.9564358015903,4344.9573408793,18.0,15.0,9076.358893378674,814.5516845257731,12.0,7124.125033873086,2120.9901315467514,1136603.9097074512,1007719.3922999385,9079.4503232503,1.0,22.0,1.1278972285264424,1.0,147.06426886222562,0.12204293942256744,6.73385480988666,11.050851951550017,10.116661572812847,2.230819533685295,0.004626865451582511,1.0,4,0.78125,0,0.21834696452188623
29ABCDE1026Z6,902,0.3,3.3333333333333335,0.23809523809523808,65373.75741678517,14494.818356611708,-628.6641522742735,21.0,1354.0,32.54820385313222,1202.0687473838293,1001.4446534732218,7452.848889300112,20.0,49.0,8974.53740934596,796.9636002823802,20.0,7536.245700865248,1072.2092808884852,777482.9562075045,650706.0195899141,10820.79889403168,1.0,18.0,1.1948298199200422,0.7619047619047619,200.62409391060748,0.16689901833588452,7.52537414297231,11.08789149071843,11.123579738741947,2.323768157355538,-0.009616313346546538,1.0,4,0.8229166666666666,0,0.20635662738858854
29ABCDE1027Z7,664,0.3,8.4,0.4666666666666667,42788.77016835827,14639.28439358713,-1774.6765666009305,15.0,1246.0,20.678187337196338,763.2955132564568,752.2939821639337,1792.026838858742,17.0,28.0,5500.996762642549,485.8956755667223,19.0,3835.7801253203015,964.6817176373742,428360.02494046715,424863.8695131352,9234.025776137432,1.0,15.0,1.0082288838336342,0.5333333333333333,11.001531092523123,0.014413200263142068,5.098778158887944,10.664054338243325,10.495791775666511,0.25981231662962195,-0.04147431873595923,1.0,4,0.6875,1,0.846373641592409
29ABCDE1028Z8,1049,0.3,1.7826086956521738,0.08695652173913043,49695.760449606816,9915.200743082101,648.3801012051243,23.0,1744.0,22.68066072452059,950.6756843288309,932.8991872694505,1421.2533741579348,21.0,4.0,5890.242920466271,699.5488111377507,4.0,3623.504680250612,979.0306661036044,786284.3252840848,773619.7532813584,8261.380444692893,1.0,20.0,1.0163705385611068,0.9130434782608696,17.776497059380404,0.018698802706761625,3.8841331729063135,10.813695027859808,9.073947747070628,0.47136539832014746,0.013046727700945225,1.0,4,0.7083333333333334,0,0.6611943244242838
29ABCDE1029Z9,1533,0.7,0.6,0.1,124599.01930393717,29059.76438648362,123.62873763807951,20.0,1830.0,50.101654804308616,2349.331909751801,2016.6694374808071,13873.05491421787,21.0,18.0,13890.142892505011,483.85233575784036,10.0,16504.75490402131,4682.952663486351,2292764.3745051054,1979712.0735737784,20991.520384985986,0.0,23.0,1.1581302175756318,0.9,332.66247227099393,0.14159875447575163,8.184164740771198,11.732864040262742,10.45705652384095,2.824243293919726,0.0009922048032473543,0.0,4,0.7708333333333334,0,0.12125145169142473
29ABCDE1030Z0,1447,0.7,5.0,0.21739130434782608,50343.33287513885,16447.653860188002,481.26657155738764,23.0,1416.0,25.542010468120658,918.1633906004241,985.3885474447787,2176.872929949488,19.0,40.0,7162.789436962179,595.5106487604228,22.0,3905.9945638975137,1313.401624538399,623526.1142869312,665404.3062456955,11234.198652926707,1.0,18.0,0.9370635393163491,0.782608695652174,-67.22515684435461,-0.07321698679403169,3.963913091973911,10.826641337197044,10.969869306394989,0.0,0.009559498439496609,1.0,4,0.8541666666666666,1,0.8575146812934656
29ABCDE1031Z1,208,0.7,0.0,0.0,74791.28116754332,6561.940329408242,-4603.875063429056,3.0,68.0,48.54959970839049,1721.7411511424316,1579.6316290281216,6039.475649747926,1.0,3.0,8319.50822640758,611.8481848235687,3.0,7339.749400722109,3299.2017348175127,224686.41937997582,205426.9945998881,7622.259304438643,0.0,4.0,1.0937531351105996,1.0,142.10952211431004,0.08253826193328523,4.646494325539643,11.222469965690529,5.6204008657171505,1.828469035182174,-0.06155548395583558,0.0,4,0.11458333333333333,1,0.8931459791531448
29ABCDE1032Z2,676,0.3,5.857142857142857,0.35714285714285715,58117.975476856416,13157.475422408746,610.7872662994238,14.0,784.0,33.192636135347236,1067.6020325625411,1100.983528280145,3030.4296694739637,12.0,25.0,7988.661525441312,625.0885740006091,13.0,3728.3638308868435,1007.8187627902903,560341.058748693,579849.5444621915,9077.980417879251,1.0,16.0,0.9663559523331304,0.6428571428571428,-33.38149571760391,-0.031267733387017875,3.3863938334399513,10.970247489807866,9.92378025580389,0.0,0.010509257282806812,1.0,4,0.5729166666666666,1,0.9030402467016907
29ABCDE1033Z3,1170,0.3,1.5454545454545454,0.13636363636363635,34306.627922780805,6132.602118861405,3.6485754811620335,22.0,984.0,19.330264306363173,643.4171422400991,624.648196257325,942.4272888235457,15.0,19.0,5262.416463798125,586.9268207941868,18.0,3790.777061821226,924.2318913752591,412284.018293238,400072.77685361134,4509.486742937083,1.0,20.0,1.0305225502611361,0.8636363636363636,18.768945982774085,0.02917072727877402,6.068659262180288,10.443122996848658,9.88837391472608,0.6110625489762614,0.00010634881226338945,1.0,4,0.78125,0,0.6793083515721342
29ABCDE1034Z4,1178,0.3,0.0,0.0,53346.39986930123,11508.136399728268,332.1312654458681,23.0,1200.0,34.4297537852287,1090.7289101168906,1083.7818552659744,3669.424120639769,19.0,52.0,6322.28297996089,596.05483810013,24.0,3695.9892596959467,906.4537259729934,616175.0516755185,604778.5360092025,9039.53458131695,1.0,19.0,1.0188441139818207,1.0,6.9470548509161745,0.006369185584502089,3.410270472547173,10.884580518321982,11.061201735632105,0.11466809637322928,0.006225819182557632,1.0,4,0.8854166666666666,0,0.6649033928412729
29ABCDE1035Z5,1496,0.3,2.7916666666666665,0.16666666666666666,167493.47786155363,40507.778868222216,2122.3359213579392,24.0,830.0,114.25035649794974,3355.348769871802,3418.0652225066474,42272.57350320215,14.0,101.0,18792.021654929547,589.5668225807433,23.0,4168.445726568442,1761.0336907895964,1867710.3535984133,1914485.25476853,21670.409300572876,1.0,21.0,0.9755678968779669,0.8333333333333334,-62.71645263484561,-0.018691485427084775,1.2195336996850814,12.028705661713078,11.34760260813972,0.0,0.01267107995710882,1.0,4,0.8541666666666666,1,0.918126238177149
29ABCDE1036Z6,184,0.3,7.5,0.5,36815.98867851062,10188.896628458187,14409.275797583068,2.0,160.0,17.78903862982235,703.7252702672696,719.3978201185184,337.0956559729102,2.0,2.0,5145.659026298071,591.22155043314,2.0,3925.3405858245637,2818.014290606948,54153.41809316115,55537.04805246345,5522.757833499372,1.0,2.0,0.9750863611260857,0.5,-15.672549851248846,-0.022270835670426512,5.4564254659235365,10.513714666502537,6.180016653652573,0.0,0.3913757293787987,1.0,4,0.08333333333333333,1,0.9481394884680538
29ABCDE1037Z7,1397,0.3,1.9166666666666667,0.125,67264.63149953629,12404.251182481248,-600.3066909346794,24.0,1674.0,30.576241649658726,1367.8074526581465,1326.120364264417,2917.5745718791527,19.0,23.0,8918.111185792666,670.7142644183136,16.0,5236.743197836534,925.4186367040006,1308612.509123783,1271558.5506945946,11129.26747281239,1.0,23.0,1.0291405837418557,0.875,41.68708839372948,0.030477307542605015,3.9489199766125997,11.116404709109222,10.601622274607113,0.7716425472626126,-0.008924419165511257,1.0,4,0.8541666666666666,0,0.655824004442549
29ABCDE1038Z8,452,0.3,0.125,0.125,42545.92200464754,7336.358255865746,1452.3322899194845,8.0,868.0,19.403989995758383,810.2276630299158,720.9235475444732,3310.5195252406315,11.0,18.0,5483.8467164897575,616.0944832724978,12.0,3941.9010556210987,1286.445312914656,295130.2669194603,263385.6324750171,6584.437620638207,1.0,10.0,1.120525307877051,0.875,89.3041154854426,0.11022101510516465,5.467848940497988,10.658362793068822,9.711782104431833,1.5518788464099271,0.03413483799746646,1.0,4,0.4270833333333333,0,0.607438615051239
29ABCDE1039Z9,1205,0.7,1.0869565217391304,0.13043478260869565,55431.322271045894,13358.350098789724,-869.0629192634597,23.0,1416.0,21.411487363266044,959.1231623359678,935.7934693130771,1172.1061526852568,16.0,46.0,6925.416924741252,506.2133254893189,22.0,3891.939929477476,1059.0406197681064,972009.0838100995,952093.8449052481,10995.229580430683,1.0,22.0,1.0209173066409576,0.8695652173913043,23.329693022890638,0.024323980421941435,4.158973167802047,10.922918137099053,11.106444841400739,0.6811462468887602,-0.01567790927130974,1.0,4,0.8645833333333334,0,0.5776739946126185
29ABCDE1040Z0,1067,0.3,2.217391304347826,0.13043478260869565,68937.0736344821,14543.219699268891,-243.66581888160928,23.0,1252.0,37.93744675295411,1264.138152223264,1235.7399180240277,2864.004909120402,19.0,30.0,9017.374932216937,695.3174077181061,15.0,4122.250808339798,1087.7766973154664,830938.9593713019,812208.6150545973,9628.309483773584,1.0,20.0,1.023061001779014,0.8695652173913043,28.398234199236185,0.022464502118927168,3.335856314273118,11.140963897041667,10.567283159381216,0.5305528493262835,-0.0035345608897277077,1.0,4,0.8020833333333334,0,0.6648076825639342
29ABCDE1041Z1,1156,0.7,1.3333333333333333,0.08333333333333333,68308.82901016925,15391.806719272865,424.1767164868227,24.0,1776.0,25.81826232683326,1262.52155723631,1150.8065423666305,6616.189910815308,19.0,48.0,8506.422252652434,602.7782206969712,19.0,5643.139926461174,1431.0389689439512,1242310.5799978864,1139522.1920707384,12725.355008585964,0.0,21.0,1.0902030593545187,0.9166666666666666,111.71501486967941,0.08848562959528886,4.903639072868035,11.131808944577823,11.374502126265277,1.3733294972361043,0.006209600033161783,0.0,4,0.8645833333333334,0,0.3315230421697806
29ABCDE1042Z2,358,0.7,4.666666666666667,0.3333333333333333,201899.5326871213,64290.22046275005,-43279.69602582678,3.0,260.0,116.63611065563119,3772.817081557663,3808.530111058365,18819.47868466526,4.0,18.0,24450.833479618253,693.8962151888949,7.0,5054.6070683495245,1242.9552085749754,1042453.4599465189,1041123.4518557785,34699.201750140965,0.0,9.0,1.0012774739521713,0.6666666666666667,-35.71302950070185,-0.009465878872123109,1.327180544975364,12.21553044266853,8.508959386489135,0.0,-0.21436147517696705,0.0,4,0.23958333333333334,1,0.98
